year,name_th,district,sex,count,percent,name_en,is_first
2018-01-01,นครนายก,จังหวัดนครนายก,male,20896,16.48,Nakhon Nayok,True
2018-01-01,สระแก้ว,จังหวัดสระแก้ว,male,36068,13.06,Sa Kaeo,True
2018-01-01,นครราชสีมา,จังหวัดนครราชสีมา,male,194508,15.1,Nakhon Ratchasima,True
2018-01-01,บุรีรัมย์,จังหวัดบุรีรัมย์,male,109487,13.99,Buri Ram,True
2018-01-01,สุรินทร์,จังหวัดสุรินทร์,male,96639,14.12,Surin,True
2018-01-01,ศรีสะเกษ,จังหวัดศรีสะเกษ,male,100774,13.9,Si Sa Ket,True
2018-01-01,อุบลราชธานี,จังหวัดอุบลราชธานี,male,121499,13.17,Ubon Ratchathani,True
2018-01-01,ยโสธร,จังหวัดยโสธร,male,40051,14.96,Yasothon,True
2018-01-01,ชัยภูมิ,จังหวัดชัยภูมิ,male,89128,16.02,Chaiyaphum,True
2018-01-01,อำนาจเจริญ,จังหวัดอำนาจเจริญ,male,26167,14.01,Amnat Charoen,True
2018-01-01,บึงกาฬ,จังหวัดบึงกาฬ,male,26026,12.33,buogkan,True
2018-01-01,หนองบัวลำภู,จังหวัดหนองบัวลำภู,male,33545,13.25,Nong Bua Lam Phu,True
2018-01-01,ขอนแก่น,จังหวัดขอนแก่น,male,136087,15.45,Khon Kaen,True
2018-01-01,อุดรธานี,จังหวัดอุดรธานี,male,100801,13.05,Udon Thani,True
2018-01-01,เลย,จังหวัดเลย,male,51361,16.14,Loei,True
2018-01-01,หนองคาย,จังหวัดหนองคาย,male,35079,13.81,Nong Khai,True
2018-01-01,มหาสารคาม,จังหวัดมหาสารคาม,male,70843,15.14,Maha Sarakham,True
2018-01-01,ร้อยเอ็ด,จังหวัดร้อยเอ็ด,male,96681,14.99,Roi Et,True
2018-01-01,กาฬสินธุ์,จังหวัดกาฬสินธุ์,male,67912,14.01,Kalasin,True
2018-01-01,สกลนคร,จังหวัดสกลนคร,male,70359,12.37,Sakon Nakhon,True
2018-01-01,นครพนม,จังหวัดนครพนม,male,44896,12.63,Nakhon Phanom,True
2018-01-01,มุกดาหาร,จังหวัดมุกดาหาร,male,22365,12.92,Mukdahan,True
2018-01-01,เชียงใหม่,จังหวัดเชียงใหม่,male,143071,18.42,Chiang Mai,True
2018-01-01,ลำพูน,จังหวัดลำพูน,male,40271,20.86,Lamphun,True
2018-01-01,ลำปาง,จังหวัดลำปาง,male,75421,21.05,Lampang,True
2018-01-01,อุตรดิตถ์,จังหวัดอุตรดิตถ์,male,41149,18.65,Uttaradit,True
2018-01-01,แพร่,จังหวัดแพร่,male,42741,20.01,Phrae,True
2018-01-01,น่าน,จังหวัดน่าน,male,42687,17.88,Nan,True
2018-01-01,พะเยา,จังหวัดพะเยา,male,43917,19.17,Phayao,True
2018-01-01,เชียงราย,จังหวัดเชียงราย,male,100112,17.59,Chiang Rai,True
2018-01-01,แม่ฮ่องสอน,จังหวัดแม่ฮ่องสอน,male,15620,12.93,Mae Hong Son,True
2018-01-01,นครสวรรค์,จังหวัดนครสวรรค์,male,88456,17.41,Nakhon Sawan,True
2018-01-01,อุทัยธานี,จังหวัดอุทัยธานี,male,27694,17.36,Uthai Thani,True
2018-01-01,กำแพงเพชร,จังหวัดกำแพงเพชร,male,54977,15.56,Kamphaeng Phet,True
2018-01-01,ตาก,จังหวัดตาก,male,34059,12.65,Tak,True
2018-01-01,สุโขทัย,จังหวัดสุโขทัย,male,49093,17.13,Sukhothai,True
2018-01-01,พิษณุโลก,จังหวัดพิษณุโลก,male,67957,16.28,Phitsanulok,True
2018-01-01,พิจิตร,จังหวัดพิจิตร,male,45997,17.63,Phichit,True
2018-01-01,เพชรบูรณ์,จังหวัดเพชรบูรณ์,male,76304,15.74,Phetchabun,True
2018-01-01,ราชบุรี,จังหวัดราชบุรี,male,65541,16.06,Ratchaburi,True
2018-01-01,กาญจนบุรี,จังหวัดกาญจนบุรี,male,56244,13.98,Kanchanaburi,True
2018-01-01,สุพรรณบุรี,จังหวัดสุพรรณบุรี,male,69807,17.24,Suphan Buri,True
2018-01-01,นครปฐม,จังหวัดนครปฐม,male,63047,14.63,Nakhon Pathom,True
2018-01-01,สมุทรสาคร,จังหวัดสมุทรสาคร,male,35226,13.65,Samut Sakhon,True
2018-01-01,สมุทรสงคราม,จังหวัดสมุทรสงคราม,male,17203,18.83,Samut Songkhram,True
2018-01-01,เพชรบุรี,จังหวัดเพชรบุรี,male,36864,16.06,Phetchaburi,True
2018-01-01,ประจวบคีรีขันธ์,จังหวัดประจวบคีรีขันธ์,male,37641,14.42,Prachuap Khiri Khan,True
2018-01-01,นครศรีธรรมราช,จังหวัดนครศรีธรรมราช,male,111142,14.62,Nakhon Si Thammarat,True
2018-01-01,กระบี่,จังหวัดกระบี่,male,24589,10.56,Krabi,True
2018-01-01,พังงา,จังหวัดพังงา,male,19840,15.18,Phangnga,True
2018-01-01,ภูเก็ต,จังหวัดภูเก็ต,male,18915,10.17,Phuket,True
2018-01-01,สุราษฎร์ธานี,จังหวัดสุราษฎร์ธานี,male,66279,12.87,Surat Thani,True
2018-01-01,ระนอง,จังหวัดระนอง,male,12205,13.73,Ranong,True
2018-01-01,ชุมพร,จังหวัดชุมพร,male,37550,15.14,Chumphon,True
2018-01-01,สงขลา,จังหวัดสงขลา,male,91365,13.38,Songkhla (Songkhla Lake),True
2018-01-01,สตูล,จังหวัดสตูล,male,17755,11.21,Satun,True
2018-01-01,ตรัง,จังหวัดตรัง,male,41546,13.35,Trang,True
2018-01-01,พัทลุง,จังหวัดพัทลุง,male,39729,15.66,Phatthalung,True
2018-01-01,ปัตตานี,จังหวัดปัตตานี,male,36097,10.31,Pattani,True
2018-01-01,ยะลา,จังหวัดยะลา,male,27711,10.6,Yala,True
2018-01-01,นราธิวาส,จังหวัดนราธิวาส,male,38912,9.97,Narathiwat,True
2019-01-01,กรุงเทพมหานคร,กรุงเทพมหานคร,male,441903,17.28,Bangkok Metropolis,True
2019-01-01,สมุทรปราการ,จังหวัดสมุทรปราการ,male,86062,13.73,Samut Prakan,True
2019-01-01,นนทบุรี,จังหวัดนนทบุรี,male,98852,17.09,Nonthaburi,True
2019-01-01,ปทุมธานี,จังหวัดปทุมธานี,male,70748,13.07,Pathum Thani,True
2019-01-01,พระนครศรีอยุธยา,จังหวัดพระนครศรีอยุธยา,male,62860,16.12,Phra Nakhon Si Ayutthaya,True
2019-01-01,อ่างทอง,จังหวัดอ่างทอง,male,24957,18.85,Ang Thong,True
2019-01-01,ลพบุรี,จังหวัดลพบุรี,male,62469,16.99,Lop Buri,True
2019-01-01,สิงห์บุรี,จังหวัดสิงห์บุรี,male,19957,20.38,Sing Buri,True
2019-01-01,ชัยนาท,จังหวัดชัยนาท,male,30944,19.93,Chai Nat,True
2019-01-01,สระบุรี,จังหวัดสระบุรี,male,46160,14.87,Saraburi,True
2019-01-01,ชลบุรี,จังหวัดชลบุรี,male,87193,11.84,Chon Buri,True
2019-01-01,ระยอง,จังหวัดระยอง,male,41302,11.71,Rayong,True
2019-01-01,จันทบุรี,จังหวัดจันทบุรี,male,42752,16.49,Chanthaburi,True
2019-01-01,ตราด,จังหวัดตราด,male,18096,16.8,Trat,True
2019-01-01,ฉะเชิงเทรา,จังหวัดฉะเชิงเทรา,male,52832,15.16,Chachoengsao,True
2019-01-01,ปราจีนบุรี,จังหวัดปราจีนบุรี,male,35067,14.55,Prachin Buri,True
2019-01-01,นครนายก,จังหวัดนครนายก,male,21769,17.14,Nakhon Nayok,True
2019-01-01,สระแก้ว,จังหวัดสระแก้ว,male,37877,13.67,Sa Kaeo,True
2019-01-01,นครราชสีมา,จังหวัดนครราชสีมา,male,202231,15.71,Nakhon Ratchasima,True
2019-01-01,บุรีรัมย์,จังหวัดบุรีรัมย์,male,113726,14.54,Buri Ram,True
2019-01-01,สุรินทร์,จังหวัดสุรินทร์,male,100440,14.7,Surin,True
2019-01-01,ศรีสะเกษ,จังหวัดศรีสะเกษ,male,105165,14.52,Si Sa Ket,True
2019-01-01,อุบลราชธานี,จังหวัดอุบลราชธานี,male,127031,13.75,Ubon Ratchathani,True
2019-01-01,ยโสธร,จังหวัดยโสธร,male,41677,15.62,Yasothon,True
2019-01-01,ชัยภูมิ,จังหวัดชัยภูมิ,male,92449,16.65,Chaiyaphum,True
2019-01-01,อำนาจเจริญ,จังหวัดอำนาจเจริญ,male,27348,14.65,Amnat Charoen,True
2019-01-01,บึงกาฬ,จังหวัดบึงกาฬ,male,27181,12.88,buogkan,True
2019-01-01,หนองบัวลำภู,จังหวัดหนองบัวลำภู,male,35337,13.95,Nong Bua Lam Phu,True
2019-01-01,ขอนแก่น,จังหวัดขอนแก่น,male,141834,16.14,Khon Kaen,True
2019-01-01,อุดรธานี,จังหวัดอุดรธานี,male,105892,13.74,Udon Thani,True
2019-01-01,เลย,จังหวัดเลย,male,53735,16.89,Loei,True
2019-01-01,หนองคาย,จังหวัดหนองคาย,male,36854,14.51,Nong Khai,True
2019-01-01,มหาสารคาม,จังหวัดมหาสารคาม,male,74005,15.83,Maha Sarakham,True
2019-01-01,ร้อยเอ็ด,จังหวัดร้อยเอ็ด,male,100725,15.67,Roi Et,True
2019-01-01,กาฬสินธุ์,จังหวัดกาฬสินธุ์,male,70722,14.64,Kalasin,True
2019-01-01,สกลนคร,จังหวัดสกลนคร,male,74050,13.02,Sakon Nakhon,True
2019-01-01,นครพนม,จังหวัดนครพนม,male,46823,13.16,Nakhon Phanom,True
2019-01-01,มุกดาหาร,จังหวัดมุกดาหาร,male,23416,13.51,Mukdahan,True
2019-01-01,เชียงใหม่,จังหวัดเชียงใหม่,male,149919,19.25,Chiang Mai,True
2019-01-01,ลำพูน,จังหวัดลำพูน,male,41990,21.84,Lamphun,True
2019-01-01,ลำปาง,จังหวัดลำปาง,male,78460,22.07,Lampang,True
2019-01-01,อุตรดิตถ์,จังหวัดอุตรดิตถ์,male,42818,19.53,Uttaradit,True
2019-01-01,แพร่,จังหวัดแพร่,male,44301,20.91,Phrae,True
2019-01-01,น่าน,จังหวัดน่าน,male,44791,18.82,Nan,True
2019-01-01,พะเยา,จังหวัดพะเยา,male,45983,20.22,Phayao,True
2019-01-01,เชียงราย,จังหวัดเชียงราย,male,105004,18.42,Chiang Rai,True
2019-01-01,แม่ฮ่องสอน,จังหวัดแม่ฮ่องสอน,male,16206,13.39,Mae Hong Son,True
2019-01-01,นครสวรรค์,จังหวัดนครสวรรค์,male,91811,18.15,Nakhon Sawan,True
2019-01-01,อุทัยธานี,จังหวัดอุทัยธานี,male,28707,18.04,Uthai Thani,True
2019-01-01,กำแพงเพชร,จังหวัดกำแพงเพชร,male,57165,16.24,Kamphaeng Phet,True
2019-01-01,ตาก,จังหวัดตาก,male,35516,13.14,Tak,True
2019-01-01,สุโขทัย,จังหวัดสุโขทัย,male,51579,18.08,Sukhothai,True
2019-01-01,พิษณุโลก,จังหวัดพิษณุโลก,male,71042,17.08,Phitsanulok,True
2019-01-01,พิจิตร,จังหวัดพิจิตร,male,47754,18.43,Phichit,True
2019-01-01,เพชรบูรณ์,จังหวัดเพชรบูรณ์,male,79555,16.46,Phetchabun,True
2019-01-01,ราชบุรี,จังหวัดราชบุรี,male,68309,16.77,Ratchaburi,True
2019-01-01,กาญจนบุรี,จังหวัดกาญจนบุรี,male,58974,14.61,Kanchanaburi,True
2019-01-01,สุพรรณบุรี,จังหวัดสุพรรณบุรี,male,72251,17.91,Suphan Buri,True
2019-01-01,นครปฐม,จังหวัดนครปฐม,male,66178,15.31,Nakhon Pathom,True
2019-01-01,สมุทรสาคร,จังหวัดสมุทรสาคร,male,37298,14.29,Samut Sakhon,True
2019-01-01,สมุทรสงคราม,จังหวัดสมุทรสงคราม,male,17776,19.53,Samut Songkhram,True
2019-01-01,เพชรบุรี,จังหวัดเพชรบุรี,male,38476,16.74,Phetchaburi,True
2019-01-01,ประจวบคีรีขันธ์,จังหวัดประจวบคีรีขันธ์,male,39445,14.9,Prachuap Khiri Khan,True
2019-01-01,นครศรีธรรมราช,จังหวัดนครศรีธรรมราช,male,114957,15.12,Nakhon Si Thammarat,True
2019-01-01,กระบี่,จังหวัดกระบี่,male,25792,11.02,Krabi,True
2019-01-01,พังงา,จังหวัดพังงา,male,20547,15.69,Phangnga,True
2019-01-01,ภูเก็ต,จังหวัดภูเก็ต,male,20096,10.64,Phuket,True
2019-01-01,สุราษฎร์ธานี,จังหวัดสุราษฎร์ธานี,male,69536,13.45,Surat Thani,True
2019-01-01,ระนอง,จังหวัดระนอง,male,12716,14.23,Ranong,True
2019-01-01,ชุมพร,จังหวัดชุมพร,male,39220,15.82,Chumphon,True
2019-01-01,สงขลา,จังหวัดสงขลา,male,94942,13.87,Songkhla (Songkhla Lake),True
2019-01-01,สตูล,จังหวัดสตูล,male,18586,11.66,Satun,True
2019-01-01,ตรัง,จังหวัดตรัง,male,43460,13.96,Trang,True
2019-01-01,พัทลุง,จังหวัดพัทลุง,male,41159,16.22,Phatthalung,True
2019-01-01,ปัตตานี,จังหวัดปัตตานี,male,36845,10.43,Pattani,True
2019-01-01,ยะลา,จังหวัดยะลา,male,28550,10.83,Yala,True
2019-01-01,นราธิวาส,จังหวัดนราธิวาส,male,40142,10.21,Narathiwat,True
2020-01-01,กรุงเทพมหานคร,กรุงเทพมหานคร,male,459810,18.1,Bangkok Metropolis,True
2020-01-01,สมุทรปราการ,จังหวัดสมุทรปราการ,male,91024,14.43,Samut Prakan,True
2020-01-01,นนทบุรี,จังหวัดนนทบุรี,male,98824,17.05,Nonthaburi,True
2020-01-01,ปทุมธานี,จังหวัดปทุมธานี,male,75339,13.72,Pathum Thani,True
2020-01-01,พระนครศรีอยุธยา,จังหวัดพระนครศรีอยุธยา,male,65667,16.78,Phra Nakhon Si Ayutthaya,True
2020-01-01,อ่างทอง,จังหวัดอ่างทอง,male,25914,19.66,Ang Thong,True
2020-01-01,ลพบุรี,จังหวัดลพบุรี,male,65281,17.81,Lop Buri,True
2020-01-01,สิงห์บุรี,จังหวัดสิงห์บุรี,male,20699,21.22,Sing Buri,True
2020-01-01,ชัยนาท,จังหวัดชัยนาท,male,31845,20.6,Chai Nat,True
2020-01-01,สระบุรี,จังหวัดสระบุรี,male,48306,15.54,Saraburi,True
2020-01-01,ชลบุรี,จังหวัดชลบุรี,male,92123,12.41,Chon Buri,True
2020-01-01,ระยอง,จังหวัดระยอง,male,43334,12.11,Rayong,True
2020-01-01,จันทบุรี,จังหวัดจันทบุรี,male,44595,17.2,Chanthaburi,True
2020-01-01,ตราด,จังหวัดตราด,male,18960,17.57,Trat,True
2020-01-01,ฉะเชิงเทรา,จังหวัดฉะเชิงเทรา,male,55181,15.76,Chachoengsao,True
2020-01-01,ปราจีนบุรี,จังหวัดปราจีนบุรี,male,36565,15.08,Prachin Buri,True
2020-01-01,นครนายก,จังหวัดนครนายก,male,22689,17.83,Nakhon Nayok,True
2020-01-01,สระแก้ว,จังหวัดสระแก้ว,male,39752,14.33,Sa Kaeo,True
2020-01-01,นครราชสีมา,จังหวัดนครราชสีมา,male,211107,16.39,Nakhon Ratchasima,True
2020-01-01,บุรีรัมย์,จังหวัดบุรีรัมย์,male,118585,15.16,Buri Ram,True
2020-01-01,สุรินทร์,จังหวัดสุรินทร์,male,104747,15.33,Surin,True
2020-01-01,ศรีสะเกษ,จังหวัดศรีสะเกษ,male,109924,15.18,Si Sa Ket,True
2020-01-01,อุบลราชธานี,จังหวัดอุบลราชธานี,male,132971,14.35,Ubon Ratchathani,True
2020-01-01,ยโสธร,จังหวัดยโสธร,male,43339,16.28,Yasothon,True
2020-01-01,ชัยภูมิ,จังหวัดชัยภูมิ,male,96354,17.39,Chaiyaphum,True
2020-01-01,อำนาจเจริญ,จังหวัดอำนาจเจริญ,male,28568,15.3,Amnat Charoen,True
2020-01-01,บึงกาฬ,จังหวัดบึงกาฬ,male,28317,13.43,buogkan,True
2020-01-01,หนองบัวลำภู,จังหวัดหนองบัวลำภู,male,37063,14.63,Nong Bua Lam Phu,True
2020-01-01,ขอนแก่น,จังหวัดขอนแก่น,male,147513,16.81,Khon Kaen,True
2020-01-01,อุดรธานี,จังหวัดอุดรธานี,male,110883,14.4,Udon Thani,True
2020-01-01,เลย,จังหวัดเลย,male,56002,17.61,Loei,True
2020-01-01,หนองคาย,จังหวัดหนองคาย,male,38605,15.22,Nong Khai,True
2020-01-01,มหาสารคาม,จังหวัดมหาสารคาม,male,77136,16.54,Maha Sarakham,True
2020-01-01,ร้อยเอ็ด,จังหวัดร้อยเอ็ด,male,104608,16.29,Roi Et,True
2020-01-01,กาฬสินธุ์,จังหวัดกาฬสินธุ์,male,73754,15.3,Kalasin,True
2020-01-01,สกลนคร,จังหวัดสกลนคร,male,77490,13.64,Sakon Nakhon,True
2020-01-01,นครพนม,จังหวัดนครพนม,male,48746,13.7,Nakhon Phanom,True
2020-01-01,มุกดาหาร,จังหวัดมุกดาหาร,male,24349,14.03,Mukdahan,True
2020-01-01,เชียงใหม่,จังหวัดเชียงใหม่,male,156392,20.04,Chiang Mai,True
2020-01-01,ลำพูน,จังหวัดลำพูน,male,43474,22.71,Lamphun,True
2020-01-01,ลำปาง,จังหวัดลำปาง,male,82055,23.23,Lampang,True
2020-01-01,อุตรดิตถ์,จังหวัดอุตรดิตถ์,male,44463,20.39,Uttaradit,True
2020-01-01,แพร่,จังหวัดแพร่,male,46000,21.89,Phrae,True
2020-01-01,น่าน,จังหวัดน่าน,male,47124,19.82,Nan,True
2020-01-01,พะเยา,จังหวัดพะเยา,male,48369,21.39,Phayao,True
2020-01-01,เชียงราย,จังหวัดเชียงราย,male,110242,19.35,Chiang Rai,True
2020-01-01,แม่ฮ่องสอน,จังหวัดแม่ฮ่องสอน,male,16821,13.83,Mae Hong Son,True
2020-01-01,นครสวรรค์,จังหวัดนครสวรรค์,male,95370,18.9,Nakhon Sawan,True
2020-01-01,อุทัยธานี,จังหวัดอุทัยธานี,male,29694,18.71,Uthai Thani,True
2020-01-01,กำแพงเพชร,จังหวัดกำแพงเพชร,male,59449,16.93,Kamphaeng Phet,True
2020-01-01,ตาก,จังหวัดตาก,male,37072,13.66,Tak,True
2020-01-01,สุโขทัย,จังหวัดสุโขทัย,male,53914,18.98,Sukhothai,True
2020-01-01,พิษณุโลก,จังหวัดพิษณุโลก,male,74262,17.97,Phitsanulok,True
2020-01-01,พิจิตร,จังหวัดพิจิตร,male,49706,19.26,Phichit,True
2020-01-01,เพชรบูรณ์,จังหวัดเพชรบูรณ์,male,82704,17.15,Phetchabun,True
2020-01-01,ราชบุรี,จังหวัดราชบุรี,male,71161,17.48,Ratchaburi,True
2020-01-01,กาญจนบุรี,จังหวัดกาญจนบุรี,male,61896,15.29,Kanchanaburi,True
2020-01-01,สุพรรณบุรี,จังหวัดสุพรรณบุรี,male,75028,18.66,Suphan Buri,True
2020-01-01,นครปฐม,จังหวัดนครปฐม,male,69446,15.98,Nakhon Pathom,True
2020-01-01,สมุทรสาคร,จังหวัดสมุทรสาคร,male,39411,14.98,Samut Sakhon,True
2020-01-01,สมุทรสงคราม,จังหวัดสมุทรสงคราม,male,18405,20.28,Samut Songkhram,True
2020-01-01,เพชรบุรี,จังหวัดเพชรบุรี,male,40022,17.43,Phetchaburi,True
2020-01-01,ประจวบคีรีขันธ์,จังหวัดประจวบคีรีขันธ์,male,41386,15.65,Prachuap Khiri Khan,True
2020-01-01,นครศรีธรรมราช,จังหวัดนครศรีธรรมราช,male,119914,15.75,Nakhon Si Thammarat,True
2020-01-01,กระบี่,จังหวัดกระบี่,male,27165,11.56,Krabi,True
2020-01-01,พังงา,จังหวัดพังงา,male,21300,16.26,Phangnga,True
2020-01-01,ภูเก็ต,จังหวัดภูเก็ต,male,21057,11.19,Phuket,True
2020-01-01,สุราษฎร์ธานี,จังหวัดสุราษฎร์ธานี,male,72974,14.06,Surat Thani,True
2020-01-01,ระนอง,จังหวัดระนอง,male,13362,14.86,Ranong,True
2020-01-01,ชุมพร,จังหวัดชุมพร,male,41036,16.51,Chumphon,True
2020-01-01,สงขลา,จังหวัดสงขลา,male,99342,14.47,Songkhla (Songkhla Lake),True
2020-01-01,สตูล,จังหวัดสตูล,male,19488,12.17,Satun,True
2020-01-01,ตรัง,จังหวัดตรัง,male,45728,14.67,Trang,True
2020-01-01,พัทลุง,จังหวัดพัทลุง,male,42928,16.89,Phatthalung,True
2020-01-01,ปัตตานี,จังหวัดปัตตานี,male,37851,10.62,Pattani,True
2020-01-01,ยะลา,จังหวัดยะลา,male,29427,11.08,Yala,True
2020-01-01,นราธิวาส,จังหวัดนราธิวาส,male,41494,10.49,Narathiwat,True
2021-01-01,กรุงเทพมหานคร,กรุงเทพมหานคร,male,471132,18.79,Bangkok Metropolis,True
2021-01-01,สมุทรปราการ,จังหวัดสมุทรปราการ,male,94328,14.92,Samut Prakan,True
2021-01-01,นนทบุรี,จังหวัดนนทบุรี,male,102939,17.63,Nonthaburi,True
2021-01-01,ปทุมธานี,จังหวัดปทุมธานี,male,79244,14.28,Pathum Thani,True
2021-01-01,พระนครศรีอยุธยา,จังหวัดพระนครศรีอยุธยา,male,67845,17.33,Phra Nakhon Si Ayutthaya,True
2021-01-01,อ่างทอง,จังหวัดอ่างทอง,male,26657,20.38,Ang Thong,True
2021-01-01,ลพบุรี,จังหวัดลพบุรี,male,67204,18.46,Lop Buri,True
2021-01-01,สิงห์บุรี,จังหวัดสิงห์บุรี,male,21274,21.98,Sing Buri,True
2021-01-01,ชัยนาท,จังหวัดชัยนาท,male,32717,21.36,Chai Nat,True
2021-01-01,สระบุรี,จังหวัดสระบุรี,male,49767,16.06,Saraburi,True
2021-01-01,ชลบุรี,จังหวัดชลบุรี,male,96220,12.81,Chon Buri,True
2021-01-01,ระยอง,จังหวัดระยอง,male,45338,12.51,Rayong,True
2021-01-01,จันทบุรี,จังหวัดจันทบุรี,male,46358,17.89,Chanthaburi,True
2021-01-01,ตราด,จังหวัดตราด,male,19554,18.15,Trat,True
2021-01-01,ฉะเชิงเทรา,จังหวัดฉะเชิงเทรา,male,57125,16.27,Chachoengsao,True
2021-01-01,ปราจีนบุรี,จังหวัดปราจีนบุรี,male,37956,15.62,Prachin Buri,True
2021-01-01,นครนายก,จังหวัดนครนายก,male,23476,18.42,Nakhon Nayok,True
2021-01-01,สระแก้ว,จังหวัดสระแก้ว,male,41452,14.92,Sa Kaeo,True
2021-01-01,นครราชสีมา,จังหวัดนครราชสีมา,male,219804,17.08,Nakhon Ratchasima,True
2021-01-01,บุรีรัมย์,จังหวัดบุรีรัมย์,male,122816,15.74,Buri Ram,True
2021-01-01,สุรินทร์,จังหวัดสุรินทร์,male,108542,15.92,Surin,True
2021-01-01,ศรีสะเกษ,จังหวัดศรีสะเกษ,male,114211,15.8,Si Sa Ket,True
2021-01-01,อุบลราชธานี,จังหวัดอุบลราชธานี,male,138159,14.92,Ubon Ratchathani,True
2021-01-01,ยโสธร,จังหวัดยโสธร,male,44962,16.96,Yasothon,True
2021-01-01,ชัยภูมิ,จังหวัดชัยภูมิ,male,99868,18.08,Chaiyaphum,True
2021-01-01,อำนาจเจริญ,จังหวัดอำนาจเจริญ,male,29735,15.94,Amnat Charoen,True
2021-01-01,บึงกาฬ,จังหวัดบึงกาฬ,male,29247,13.91,buogkan,True
2021-01-01,หนองบัวลำภู,จังหวัดหนองบัวลำภู,male,38699,15.3,Nong Bua Lam Phu,True
2021-01-01,ขอนแก่น,จังหวัดขอนแก่น,male,152794,17.47,Khon Kaen,True
2021-01-01,อุดรธานี,จังหวัดอุดรธานี,male,115705,15.06,Udon Thani,True
2021-01-01,เลย,จังหวัดเลย,male,57846,18.22,Loei,True
2021-01-01,หนองคาย,จังหวัดหนองคาย,male,40326,15.93,Nong Khai,True
2021-01-01,มหาสารคาม,จังหวัดมหาสารคาม,male,79928,17.24,Maha Sarakham,True
2021-01-01,ร้อยเอ็ด,จังหวัดร้อยเอ็ด,male,108102,16.91,Roi Et,True
2021-01-01,กาฬสินธุ์,จังหวัดกาฬสินธุ์,male,76506,15.93,Kalasin,True
2021-01-01,สกลนคร,จังหวัดสกลนคร,male,81071,14.29,Sakon Nakhon,True
2021-01-01,นครพนม,จังหวัดนครพนม,male,50686,14.26,Nakhon Phanom,True
2021-01-01,มุกดาหาร,จังหวัดมุกดาหาร,male,25292,14.57,Mukdahan,True
2021-01-01,เชียงใหม่,จังหวัดเชียงใหม่,male,162189,20.79,Chiang Mai,True
2021-01-01,ลำพูน,จังหวัดลำพูน,male,44979,23.59,Lamphun,True
2021-01-01,ลำปาง,จังหวัดลำปาง,male,85092,24.26,Lampang,True
2021-01-01,อุตรดิตถ์,จังหวัดอุตรดิตถ์,male,45904,21.23,Uttaradit,True
2021-01-01,แพร่,จังหวัดแพร่,male,47640,22.85,Phrae,True
2021-01-01,น่าน,จังหวัดน่าน,male,49273,20.81,Nan,True
2021-01-01,พะเยา,จังหวัดพะเยา,male,50277,22.41,Phayao,True
2021-01-01,เชียงราย,จังหวัดเชียงราย,male,114738,20.17,Chiang Rai,True
2021-01-01,แม่ฮ่องสอน,จังหวัดแม่ฮ่องสอน,male,17376,14.26,Mae Hong Son,True
2021-01-01,นครสวรรค์,จังหวัดนครสวรรค์,male,98864,19.7,Nakhon Sawan,True
2021-01-01,อุทัยธานี,จังหวัดอุทัยธานี,male,30608,19.34,Uthai Thani,True
2021-01-01,กำแพงเพชร,จังหวัดกำแพงเพชร,male,61682,17.64,Kamphaeng Phet,True
2021-01-01,ตาก,จังหวัดตาก,male,38338,14.09,Tak,True
2021-01-01,สุโขทัย,จังหวัดสุโขทัย,male,55930,19.81,Sukhothai,True
2021-01-01,พิษณุโลก,จังหวัดพิษณุโลก,male,77271,18.78,Phitsanulok,True
2021-01-01,พิจิตร,จังหวัดพิจิตร,male,51166,19.98,Phichit,True
2021-01-01,เพชรบูรณ์,จังหวัดเพชรบูรณ์,male,85513,17.85,Phetchabun,True
2021-01-01,ราชบุรี,จังหวัดราชบุรี,male,73569,18.12,Ratchaburi,True
2021-01-01,กาญจนบุรี,จังหวัดกาญจนบุรี,male,64398,15.91,Kanchanaburi,True
2021-01-01,สุพรรณบุรี,จังหวัดสุพรรณบุรี,male,77465,19.35,Suphan Buri,True
2021-01-01,นครปฐม,จังหวัดนครปฐม,male,72198,16.59,Nakhon Pathom,True
2021-01-01,สมุทรสาคร,จังหวัดสมุทรสาคร,male,40886,15.54,Samut Sakhon,True
2021-01-01,สมุทรสงคราม,จังหวัดสมุทรสงคราม,male,18869,20.96,Samut Songkhram,True
2021-01-01,เพชรบุรี,จังหวัดเพชรบุรี,male,41576,18.1,Phetchaburi,True
2021-01-01,ประจวบคีรีขันธ์,จังหวัดประจวบคีรีขันธ์,male,43184,16.27,Prachuap Khiri Khan,True
2021-01-01,นครศรีธรรมราช,จังหวัดนครศรีธรรมราช,male,124559,16.38,Nakhon Si Thammarat,True
2021-01-01,กระบี่,จังหวัดกระบี่,male,28576,12.12,Krabi,True
2021-01-01,พังงา,จังหวัดพังงา,male,22041,16.82,Phangnga,True
2021-01-01,ภูเก็ต,จังหวัดภูเก็ต,male,22328,11.74,Phuket,True
2021-01-01,สุราษฎร์ธานี,จังหวัดสุราษฎร์ธานี,male,76307,14.67,Surat Thani,True
2021-01-01,ระนอง,จังหวัดระนอง,male,13920,15.48,Ranong,True
2021-01-01,ชุมพร,จังหวัดชุมพร,male,42739,17.21,Chumphon,True
2021-01-01,สงขลา,จังหวัดสงขลา,male,102578,14.93,Songkhla (Songkhla Lake),True
2021-01-01,สตูล,จังหวัดสตูล,male,20210,12.59,Satun,True
2021-01-01,ตรัง,จังหวัดตรัง,male,47801,15.36,Trang,True
