year,name_th,district,sex,count,percent,name_en,is_first
2013-01-01,กรุงเทพมหานคร,กรุงเทพมหานคร,male,342548,13.18,Bangkok Metropolis,True
2013-01-01,สมุทรปราการ,จังหวัดสมุทรปราการ,male,63211,10.79,Samut Prakan,True
2013-01-01,นนทบุรี,จังหวัดนนทบุรี,male,72451,13.58,Nonthaburi,True
2013-01-01,ปทุมธานี,จังหวัดปทุมธานี,male,50115,10.16,Pathum Thani,True
2013-01-01,พระนครศรีอยุธยา,จังหวัดพระนครศรีอยุธยา,male,51238,13.48,Phra Nakhon Si Ayutthaya,True
2013-01-01,อ่างทอง,จังหวัดอ่างทอง,male,21038,15.63,Ang Thong,True
2013-01-01,ลพบุรี,จังหวัดลพบุรี,male,50183,13.59,Lop Buri,True
2013-01-01,สิงห์บุรี,จังหวัดสิงห์บุรี,male,16954,16.96,Sing Buri,True
2013-01-01,ชัยนาท,จังหวัดชัยนาท,male,26198,16.51,Chai Nat,True
2013-01-01,สระบุรี,จังหวัดสระบุรี,male,36334,11.95,Saraburi,True
2013-01-01,ชลบุรี,จังหวัดชลบุรี,male,66139,9.96,Chon Buri,True
2013-01-01,ระยอง,จังหวัดระยอง,male,31872,9.95,Rayong,True
2013-01-01,จันทบุรี,จังหวัดจันทบุรี,male,34382,13.5,Chanthaburi,True
2013-01-01,ตราด,จังหวัดตราด,male,14644,13.69,Trat,True
2013-01-01,ฉะเชิงเทรา,จังหวัดฉะเชิงเทรา,male,43035,12.87,Chachoengsao,True
2013-01-01,ปราจีนบุรี,จังหวัดปราจีนบุรี,male,28272,12.21,Prachin Buri,True
2013-01-01,นครนายก,จังหวัดนครนายก,male,17832,14.22,Nakhon Nayok,True
2013-01-01,สระแก้ว,จังหวัดสระแก้ว,male,29069,10.75,Sa Kaeo,True
2013-01-01,นครราชสีมา,จังหวัดนครราชสีมา,male,162082,12.72,Nakhon Ratchasima,True
2013-01-01,บุรีรัมย์,จังหวัดบุรีรัมย์,male,91280,11.79,Buri Ram,True
2013-01-01,สุรินทร์,จังหวัดสุรินทร์,male,82065,12.05,Surin,True
2013-01-01,ศรีสะเกษ,จังหวัดศรีสะเกษ,male,83358,11.55,Si Sa Ket,True
2013-01-01,อุบลราชธานี,จังหวัดอุบลราชธานี,male,99907,11,Ubon Ratchathani,True
2013-01-01,ยโสธร,จังหวัดยโสธร,male,32966,12.25,Yasothon,True
2013-01-01,ชัยภูมิ,จังหวัดชัยภูมิ,male,73745,13.24,Chaiyaphum,True
2013-01-01,อำนาจเจริญ,จังหวัดอำนาจเจริญ,male,21175,11.4,Amnat Charoen,True
2013-01-01,บึงกาฬ,จังหวัดบึงกาฬ,male,20994,10.09,buogkan,True
2013-01-01,หนองบัวลำภู,จังหวัดหนองบัวลำภู,male,26288,10.43,Nong Bua Lam Phu,True
2013-01-01,ขอนแก่น,จังหวัดขอนแก่น,male,111665,12.78,Khon Kaen,True
2013-01-01,อุดรธานี,จังหวัดอุดรธานี,male,80092,10.47,Udon Thani,True
2013-01-01,เลย,จังหวัดเลย,male,41548,13.19,Loei,True
2013-01-01,หนองคาย,จังหวัดหนองคาย,male,28310,11.21,Nong Khai,True
2013-01-01,มหาสารคาม,จังหวัดมหาสารคาม,male,57953,12.43,Maha Sarakham,True
2013-01-01,ร้อยเอ็ด,จังหวัดร้อยเอ็ด,male,79384,12.25,Roi Et,True
2013-01-01,กาฬสินธุ์,จังหวัดกาฬสินธุ์,male,55347,11.39,Kalasin,True
2013-01-01,สกลนคร,จังหวัดสกลนคร,male,55711,9.92,Sakon Nakhon,True
2013-01-01,นครพนม,จังหวัดนครพนม,male,36812,10.45,Nakhon Phanom,True
2013-01-01,มุกดาหาร,จังหวัดมุกดาหาร,male,18239,10.71,Mukdahan,True
2013-01-01,เชียงใหม่,จังหวัดเชียงใหม่,male,112225,14.75,Chiang Mai,True
2013-01-01,ลำพูน,จังหวัดลำพูน,male,32211,16.53,Lamphun,True
2013-01-01,ลำปาง,จังหวัดลำปาง,male,60259,16.42,Lampang,True
2013-01-01,อุตรดิตถ์,จังหวัดอุตรดิตถ์,male,34619,15.41,Uttaradit,True
2013-01-01,แพร่,จังหวัดแพร่,male,34575,15.71,Phrae,True
2013-01-01,น่าน,จังหวัดน่าน,male,32723,13.68,Nan,True
2013-01-01,พะเยา,จังหวัดพะเยา,male,34210,14.55,Phayao,True
2013-01-01,เชียงราย,จังหวัดเชียงราย,male,77043,13.71,Chiang Rai,True
2013-01-01,แม่ฮ่องสอน,จังหวัดแม่ฮ่องสอน,male,13192,11.47,Mae Hong Son,True
2013-01-01,นครสวรรค์,จังหวัดนครสวรรค์,male,74974,14.64,Nakhon Sawan,True
2013-01-01,อุทัยธานี,จังหวัดอุทัยธานี,male,23747,14.81,Uthai Thani,True
2013-01-01,กำแพงเพชร,จังหวัดกำแพงเพชร,male,45620,12.85,Kamphaeng Phet,True
2013-01-01,ตาก,จังหวัดตาก,male,27507,10.79,Tak,True
2013-01-01,สุโขทัย,จังหวัดสุโขทัย,male,41207,14.2,Sukhothai,True
2013-01-01,พิษณุโลก,จังหวัดพิษณุโลก,male,55623,13.44,Phitsanulok,True
2013-01-01,พิจิตร,จังหวัดพิจิตร,male,39401,14.8,Phichit,True
2013-01-01,เพชรบูรณ์,จังหวัดเพชรบูรณ์,male,63786,13.1,Phetchabun,True
2013-01-01,ราชบุรี,จังหวัดราชบุรี,male,55613,13.74,Ratchaburi,True
2013-01-01,กาญจนบุรี,จังหวัดกาญจนบุรี,male,45699,11.64,Kanchanaburi,True
2013-01-01,สุพรรณบุรี,จังหวัดสุพรรณบุรี,male,60478,14.88,Suphan Buri,True
2013-01-01,นครปฐม,จังหวัดนครปฐม,male,50727,12.13,Nakhon Pathom,True
2013-01-01,สมุทรสาคร,จังหวัดสมุทรสาคร,male,27472,11.32,Samut Sakhon,True
2013-01-01,สมุทรสงคราม,จังหวัดสมุทรสงคราม,male,14884,16.12,Samut Songkhram,True
2013-01-01,เพชรบุรี,จังหวัดเพชรบุรี,male,30901,13.77,Phetchaburi,True
2013-01-01,ประจวบคีรีขันธ์,จังหวัดประจวบคีรีขันธ์,male,30432,12.08,Prachuap Khiri Khan,True
2013-01-01,นครศรีธรรมราช,จังหวัดนครศรีธรรมราช,male,96130,12.76,Nakhon Si Thammarat,True
2013-01-01,กระบี่,จังหวัดกระบี่,male,20137,9.04,Krabi,True
2013-01-01,พังงา,จังหวัดพังงา,male,16371,12.76,Phangnga,True
2013-01-01,ภูเก็ต,จังหวัดภูเก็ต,male,14776,8.69,Phuket,True
2013-01-01,สุราษฎร์ธานี,จังหวัดสุราษฎร์ธานี,male,55011,10.95,Surat Thani,True
2013-01-01,ระนอง,จังหวัดระนอง,male,9744,11.32,Ranong,True
2013-01-01,ชุมพร,จังหวัดชุมพร,male,31404,12.88,Chumphon,True
2013-01-01,สงขลา,จังหวัดสงขลา,male,77786,11.7,Songkhla (Songkhla Lake),True
2013-01-01,สตูล,จังหวัดสตูล,male,15097,9.88,Satun,True
2013-01-01,ตรัง,จังหวัดตรัง,male,34623,11.23,Trang,True
2013-01-01,พัทลุง,จังหวัดพัทลุง,male,34196,13.63,Phatthalung,True
2013-01-01,ปัตตานี,จังหวัดปัตตานี,male,33211,10.03,Pattani,True
2013-01-01,ยะลา,จังหวัดยะลา,male,24860,10.04,Yala,True
2013-01-01,นราธิวาส,จังหวัดนราธิวาส,male,35047,9.4,Narathiwat,True
2014-01-01,กรุงเทพมหานคร,กรุงเทพมหานคร,male,359481,13.85,Bangkok Metropolis,True
2014-01-01,สมุทรปราการ,จังหวัดสมุทรปราการ,male,66950,11.27,Samut Prakan,True
2014-01-01,นนทบุรี,จังหวัดนนทบุรี,male,76429,14.13,Nonthaburi,True
2014-01-01,ปทุมธานี,จังหวัดปทุมธานี,male,53289,10.61,Pathum Thani,True
2014-01-01,พระนครศรีอยุธยา,จังหวัดพระนครศรีอยุธยา,male,53275,13.92,Phra Nakhon Si Ayutthaya,True
2014-01-01,อ่างทอง,จังหวัดอ่างทอง,male,21700,16.12,Ang Thong,True
2014-01-01,ลพบุรี,จังหวัดลพบุรี,male,52045,14.09,Lop Buri,True
2014-01-01,สิงห์บุรี,จังหวัดสิงห์บุรี,male,17496,17.53,Sing Buri,True
2014-01-01,ชัยนาท,จังหวัดชัยนาท,male,27106,17.12,Chai Nat,True
2014-01-01,สระบุรี,จังหวัดสระบุรี,male,37690,12.32,Saraburi,True
2014-01-01,ชลบุรี,จังหวัดชลบุรี,male,69405,10.25,Chon Buri,True
2014-01-01,ระยอง,จังหวัดระยอง,male,33384,10.23,Rayong,True
2014-01-01,จันทบุรี,จังหวัดจันทบุรี,male,35623,13.92,Chanthaburi,True
2014-01-01,ตราด,จังหวัดตราด,male,15154,14.12,Trat,True
2014-01-01,ฉะเชิงเทรา,จังหวัดฉะเชิงเทรา,male,44663,13.25,Chachoengsao,True
2014-01-01,ปราจีนบุรี,จังหวัดปราจีนบุรี,male,29429,12.63,Prachin Buri,True
2014-01-01,นครนายก,จังหวัดนครนายก,male,18464,14.73,Nakhon Nayok,True
2014-01-01,สระแก้ว,จังหวัดสระแก้ว,male,30403,11.18,Sa Kaeo,True
2014-01-01,นครราชสีมา,จังหวัดนครราชสีมา,male,168689,13.19,Nakhon Ratchasima,True
2014-01-01,บุรีรัมย์,จังหวัดบุรีรัมย์,male,94850,12.21,Buri Ram,True
2014-01-01,สุรินทร์,จังหวัดสุรินทร์,male,84812,12.42,Surin,True
2014-01-01,ศรีสะเกษ,จังหวัดศรีสะเกษ,male,86235,11.93,Si Sa Ket,True
2014-01-01,อุบลราชธานี,จังหวัดอุบลราชธานี,male,103849,11.38,Ubon Ratchathani,True
2014-01-01,ยโสธร,จังหวัดยโสธร,male,34175,12.69,Yasothon,True
2014-01-01,ชัยภูมิ,จังหวัดชัยภูมิ,male,76799,13.77,Chaiyaphum,True
2014-01-01,อำนาจเจริญ,จังหวัดอำนาจเจริญ,male,22037,11.85,Amnat Charoen,True
2014-01-01,บึงกาฬ,จังหวัดบึงกาฬ,male,21847,10.44,buogkan,True
2014-01-01,หนองบัวลำภู,จังหวัดหนองบัวลำภู,male,27713,10.96,Nong Bua Lam Phu,True
2014-01-01,ขอนแก่น,จังหวัดขอนแก่น,male,116391,13.28,Khon Kaen,True
2014-01-01,อุดรธานี,จังหวัดอุดรธานี,male,83881,10.93,Udon Thani,True
2014-01-01,เลย,จังหวัดเลย,male,43305,13.7,Loei,True
2014-01-01,หนองคาย,จังหวัดหนองคาย,male,29442,11.62,Nong Khai,True
2014-01-01,มหาสารคาม,จังหวัดมหาสารคาม,male,60219,12.87,Maha Sarakham,True
2014-01-01,ร้อยเอ็ด,จังหวัดร้อยเอ็ด,male,82548,12.75,Roi Et,True
2014-01-01,กาฬสินธุ์,จังหวัดกาฬสินธุ์,male,57528,11.83,Kalasin,True
2014-01-01,สกลนคร,จังหวัดสกลนคร,male,58081,10.31,Sakon Nakhon,True
2014-01-01,นครพนม,จังหวัดนครพนม,male,38201,10.81,Nakhon Phanom,True
2014-01-01,มุกดาหาร,จังหวัดมุกดาหาร,male,18932,11.07,Mukdahan,True
2014-01-01,เชียงใหม่,จังหวัดเชียงใหม่,male,118011,15.45,Chiang Mai,True
2014-01-01,ลำพูน,จังหวัดลำพูน,male,33714,17.31,Lamphun,True
2014-01-01,ลำปาง,จังหวัดลำปาง,male,63002,17.24,Lampang,True
2014-01-01,อุตรดิตถ์,จังหวัดอุตรดิตถ์,male,35946,16.04,Uttaradit,True
2014-01-01,แพร่,จังหวัดแพร่,male,36066,16.48,Phrae,True
2014-01-01,น่าน,จังหวัดน่าน,male,34511,14.41,Nan,True
2014-01-01,พะเยา,จังหวัดพะเยา,male,36013,15.4,Phayao,True
2014-01-01,เชียงราย,จังหวัดเชียงราย,male,81104,14.38,Chiang Rai,True
2014-01-01,แม่ฮ่องสอน,จังหวัดแม่ฮ่องสอน,male,13604,11.76,Mae Hong Son,True
2014-01-01,นครสวรรค์,จังหวัดนครสวรรค์,male,78095,15.25,Nakhon Sawan,True
2014-01-01,อุทัยธานี,จังหวัดอุทัยธานี,male,24535,15.28,Uthai Thani,True
2014-01-01,กำแพงเพชร,จังหวัดกำแพงเพชร,male,47662,13.42,Kamphaeng Phet,True
2014-01-01,ตาก,จังหวัดตาก,male,28710,11.13,Tak,True
2014-01-01,สุโขทัย,จังหวัดสุโขทัย,male,42944,14.81,Sukhothai,True
2014-01-01,พิษณุโลก,จังหวัดพิษณุโลก,male,58010,13.99,Phitsanulok,True
2014-01-01,พิจิตร,จังหวัดพิจิตร,male,40798,15.37,Phichit,True
2014-01-01,เพชรบูรณ์,จังหวัดเพชรบูรณ์,male,66657,13.68,Phetchabun,True
2014-01-01,ราชบุรี,จังหวัดราชบุรี,male,57998,14.3,Ratchaburi,True
2014-01-01,กาญจนบุรี,จังหวัดกาญจนบุรี,male,47940,12.14,Kanchanaburi,True
2014-01-01,สุพรรณบุรี,จังหวัดสุพรรณบุรี,male,62636,15.41,Suphan Buri,True
2014-01-01,นครปฐม,จังหวัดนครปฐม,male,53290,12.63,Nakhon Pathom,True
2014-01-01,สมุทรสาคร,จังหวัดสมุทรสาคร,male,28995,11.79,Samut Sakhon,True
2014-01-01,สมุทรสงคราม,จังหวัดสมุทรสงคราม,male,15469,16.77,Samut Songkhram,True
2014-01-01,เพชรบุรี,จังหวัดเพชรบุรี,male,32019,14.19,Phetchaburi,True
2014-01-01,ประจวบคีรีขันธ์,จังหวัดประจวบคีรีขันธ์,male,31929,12.62,Prachuap Khiri Khan,True
2014-01-01,นครศรีธรรมราช,จังหวัดนครศรีธรรมราช,male,99138,13.11,Nakhon Si Thammarat,True
2014-01-01,กระบี่,จังหวัดกระบี่,male,21070,9.35,Krabi,True
2014-01-01,พังงา,จังหวัดพังงา,male,17054,13.25,Phangnga,True
2014-01-01,ภูเก็ต,จังหวัดภูเก็ต,male,15601,9,Phuket,True
2014-01-01,สุราษฎร์ธานี,จังหวัดสุราษฎร์ธานี,male,57235,11.31,Surat Thani,True
2014-01-01,ระนอง,จังหวัดระนอง,male,10202,11.77,Ranong,True
2014-01-01,ชุมพร,จังหวัดชุมพร,male,32573,13.32,Chumphon,True
2014-01-01,สงขลา,จังหวัดสงขลา,male,80303,11.99,Songkhla (Songkhla Lake),True
2014-01-01,สตูล,จังหวัดสตูล,male,15574,10.1,Satun,True
2014-01-01,ตรัง,จังหวัดตรัง,male,36078,11.66,Trang,True
2014-01-01,พัทลุง,จังหวัดพัทลุง,male,35429,14.06,Phatthalung,True
2014-01-01,ปัตตานี,จังหวัดปัตตานี,male,33933,10.12,Pattani,True
2014-01-01,ยะลา,จังหวัดยะลา,male,25596,10.21,Yala,True
2014-01-01,นราธิวาส,จังหวัดนราธิวาส,male,36023,9.55,Narathiwat,True
2015-01-01,กรุงเทพมหานคร,กรุงเทพมหานคร,male,375406,14.49,Bangkok Metropolis,True
2015-01-01,สมุทรปราการ,จังหวัดสมุทรปราการ,male,70247,11.7,Samut Prakan,True
2015-01-01,นนทบุรี,จังหวัดนนทบุรี,male,80661,14.7,Nonthaburi,True
2015-01-01,ปทุมธานี,จังหวัดปทุมธานี,male,56140,10.99,Pathum Thani,True
2015-01-01,พระนครศรีอยุธยา,จังหวัดพระนครศรีอยุธยา,male,54647,14.22,Phra Nakhon Si Ayutthaya,True
2015-01-01,อ่างทอง,จังหวัดอ่างทอง,male,22257,16.57,Ang Thong,True
2015-01-01,ลพบุรี,จังหวัดลพบุรี,male,53679,14.52,Lop Buri,True
2015-01-01,สิงห์บุรี,จังหวัดสิงห์บุรี,male,17814,17.91,Sing Buri,True
2015-01-01,ชัยนาท,จังหวัดชัยนาท,male,27710,17.55,Chai Nat,True
2015-01-01,สระบุรี,จังหวัดสระบุรี,male,38969,12.68,Saraburi,True
2015-01-01,ชลบุรี,จังหวัดชลบุรี,male,72411,10.46,Chon Buri,True
2015-01-01,ระยอง,จังหวัดระยอง,male,34762,10.46,Rayong,True
2015-01-01,จันทบุรี,จังหวัดจันทบุรี,male,36744,14.31,Chanthaburi,True
2015-01-01,ตราด,จังหวัดตราด,male,15685,14.6,Trat,True
2015-01-01,ฉะเชิงเทรา,จังหวัดฉะเชิงเทรา,male,46027,13.57,Chachoengsao,True
2015-01-01,ปราจีนบุรี,จังหวัดปราจีนบุรี,male,30342,12.95,Prachin Buri,True
2015-01-01,นครนายก,จังหวัดนครนายก,male,18926,14.96,Nakhon Nayok,True
2015-01-01,สระแก้ว,จังหวัดสระแก้ว,male,31580,11.58,Sa Kaeo,True
2015-01-01,นครราชสีมา,จังหวัดนครราชสีมา,male,174011,13.58,Nakhon Ratchasima,True
2015-01-01,บุรีรัมย์,จังหวัดบุรีรัมย์,male,98027,12.59,Buri Ram,True
2015-01-01,สุรินทร์,จังหวัดสุรินทร์,male,87045,12.72,Surin,True
2015-01-01,ศรีสะเกษ,จังหวัดศรีสะเกษ,male,89151,12.32,Si Sa Ket,True
2015-01-01,อุบลราชธานี,จังหวัดอุบลราชธานี,male,107876,11.79,Ubon Ratchathani,True
2015-01-01,ยโสธร,จังหวัดยโสธร,male,35506,13.19,Yasothon,True
2015-01-01,ชัยภูมิ,จังหวัดชัยภูมิ,male,79884,14.31,Chaiyaphum,True
2015-01-01,อำนาจเจริญ,จังหวัดอำนาจเจริญ,male,22970,12.35,Amnat Charoen,True
2015-01-01,บึงกาฬ,จังหวัดบึงกาฬ,male,22853,10.87,buogkan,True
2015-01-01,หนองบัวลำภู,จังหวัดหนองบัวลำภู,male,28954,11.44,Nong Bua Lam Phu,True
2015-01-01,ขอนแก่น,จังหวัดขอนแก่น,male,121118,13.76,Khon Kaen,True
2015-01-01,อุดรธานี,จังหวัดอุดรธานี,male,87925,11.43,Udon Thani,True
2015-01-01,เลย,จังหวัดเลย,male,45218,14.27,Loei,True
2015-01-01,หนองคาย,จังหวัดหนองคาย,male,30676,12.09,Nong Khai,True
2015-01-01,มหาสารคาม,จังหวัดมหาสารคาม,male,62615,13.36,Maha Sarakham,True
2015-01-01,ร้อยเอ็ด,จังหวัดร้อยเอ็ด,male,85635,13.24,Roi Et,True
2015-01-01,กาฬสินธุ์,จังหวัดกาฬสินธุ์,male,59975,12.35,Kalasin,True
2015-01-01,สกลนคร,จังหวัดสกลนคร,male,61104,10.81,Sakon Nakhon,True
2015-01-01,นครพนม,จังหวัดนครพนม,male,39876,11.26,Nakhon Phanom,True
2015-01-01,มุกดาหาร,จังหวัดมุกดาหาร,male,19682,11.47,Mukdahan,True
2015-01-01,เชียงใหม่,จังหวัดเชียงใหม่,male,123897,16.15,Chiang Mai,True
2015-01-01,ลำพูน,จังหวัดลำพูน,male,35281,18.16,Lamphun,True
2015-01-01,ลำปาง,จังหวัดลำปาง,male,65977,18.13,Lampang,True
2015-01-01,อุตรดิตถ์,จังหวัดอุตรดิตถ์,male,37074,16.59,Uttaradit,True
2015-01-01,แพร่,จังหวัดแพร่,male,37706,17.32,Phrae,True
2015-01-01,น่าน,จังหวัดน่าน,male,36441,15.21,Nan,True
2015-01-01,พะเยา,จังหวัดพะเยา,male,38040,16.34,Phayao,True
2015-01-01,เชียงราย,จังหวัดเชียงราย,male,86027,15.22,Chiang Rai,True
2015-01-01,แม่ฮ่องสอน,จังหวัดแม่ฮ่องสอน,male,14058,12.07,Mae Hong Son,True
2015-01-01,นครสวรรค์,จังหวัดนครสวรรค์,male,80224,15.68,Nakhon Sawan,True
2015-01-01,อุทัยธานี,จังหวัดอุทัยธานี,male,25289,15.73,Uthai Thani,True
2015-01-01,กำแพงเพชร,จังหวัดกำแพงเพชร,male,49277,13.88,Kamphaeng Phet,True
2015-01-01,ตาก,จังหวัดตาก,male,29955,11.48,Tak,True
2015-01-01,สุโขทัย,จังหวัดสุโขทัย,male,44107,15.24,Sukhothai,True
2015-01-01,พิษณุโลก,จังหวัดพิษณุโลก,male,60154,14.46,Phitsanulok,True
2015-01-01,พิจิตร,จังหวัดพิจิตร,male,41914,15.84,Phichit,True
2015-01-01,เพชรบูรณ์,จังหวัดเพชรบูรณ์,male,68736,14.11,Phetchabun,True
2015-01-01,ราชบุรี,จังหวัดราชบุรี,male,59403,14.63,Ratchaburi,True
2015-01-01,กาญจนบุรี,จังหวัดกาญจนบุรี,male,49395,12.42,Kanchanaburi,True
2015-01-01,สุพรรณบุรี,จังหวัดสุพรรณบุรี,male,63787,15.7,Suphan Buri,True
2015-01-01,นครปฐม,จังหวัดนครปฐม,male,55250,13,Nakhon Pathom,True
2015-01-01,สมุทรสาคร,จังหวัดสมุทรสาคร,male,30253,12.16,Samut Sakhon,True
2015-01-01,สมุทรสงคราม,จังหวัดสมุทรสงคราม,male,15768,17.13,Samut Songkhram,True
2015-01-01,เพชรบุรี,จังหวัดเพชรบุรี,male,33034,14.56,Phetchaburi,True
2015-01-01,ประจวบคีรีขันธ์,จังหวัดประจวบคีรีขันธ์,male,33067,12.99,Prachuap Khiri Khan,True
2015-01-01,นครศรีธรรมราช,จังหวัดนครศรีธรรมราช,male,101531,13.4,Nakhon Si Thammarat,True
2015-01-01,กระบี่,จังหวัดกระบี่,male,21746,9.56,Krabi,True
2015-01-01,พังงา,จังหวัดพังงา,male,17633,13.64,Phangnga,True
2015-01-01,ภูเก็ต,จังหวัดภูเก็ต,male,16321,9.25,Phuket,True
2015-01-01,สุราษฎร์ธานี,จังหวัดสุราษฎร์ธานี,male,59105,11.62,Surat Thani,True
2015-01-01,ระนอง,จังหวัดระนอง,male,10685,12.22,Ranong,True
2015-01-01,ชุมพร,จังหวัดชุมพร,male,33762,13.72,Chumphon,True
2015-01-01,สงขลา,จังหวัดสงขลา,male,82799,12.3,Songkhla (Songkhla Lake),True
2015-01-01,สตูล,จังหวัดสตูล,male,16102,10.34,Satun,True
2015-01-01,ตรัง,จังหวัดตรัง,male,37012,11.93,Trang,True
2015-01-01,พัทลุง,จังหวัดพัทลุง,male,36284,14.35,Phatthalung,True
2015-01-01,ปัตตานี,จังหวัดปัตตานี,male,34474,10.18,Pattani,True
2015-01-01,ยะลา,จังหวัดยะลา,male,26177,10.32,Yala,True
2015-01-01,นราธิวาส,จังหวัดนราธิวาส,male,36770,9.66,Narathiwat,True
2016-01-01,กรุงเทพมหานคร,กรุงเทพมหานคร,male,391177,15.14,Bangkok Metropolis,True
2016-01-01,สมุทรปราการ,จังหวัดสมุทรปราการ,male,73344,12.1,Samut Prakan,True
2016-01-01,นนทบุรี,จังหวัดนนทบุรี,male,84419,15.17,Nonthaburi,True
2016-01-01,ปทุมธานี,จังหวัดปทุมธานี,male,59208,11.43,Pathum Thani,True
2016-01-01,พระนครศรีอยุธยา,จังหวัดพระนครศรีอยุธยา,male,56133,14.56,Phra Nakhon Si Ayutthaya,True
2016-01-01,อ่างทอง,จังหวัดอ่างทอง,male,22688,16.95,Ang Thong,True
2016-01-01,ลพบุรี,จังหวัดลพบุรี,male,55185,14.96,Lop Buri,True
2016-01-01,สิงห์บุรี,จังหวัดสิงห์บุรี,male,18172,18.34,Sing Buri,True
2016-01-01,ชัยนาท,จังหวัดชัยนาท,male,28324,18.01,Chai Nat,True
2016-01-01,สระบุรี,จังหวัดสระบุรี,male,40342,13.09,Saraburi,True
2016-01-01,ชลบุรี,จังหวัดชลบุรี,male,75292,10.67,Chon Buri,True
2016-01-01,ระยอง,จังหวัดระยอง,male,35979,10.68,Rayong,True
2016-01-01,จันทบุรี,จังหวัดจันทบุรี,male,37977,14.76,Chanthaburi,True
2016-01-01,ตราด,จังหวัดตราด,male,16132,15.02,Trat,True
2016-01-01,ฉะเชิงเทรา,จังหวัดฉะเชิงเทรา,male,47250,13.87,Chachoengsao,True
2016-01-01,ปราจีนบุรี,จังหวัดปราจีนบุรี,male,31133,13.19,Prachin Buri,True
2016-01-01,นครนายก,จังหวัดนครนายก,male,19421,15.38,Nakhon Nayok,True
2016-01-01,สระแก้ว,จังหวัดสระแก้ว,male,32792,11.96,Sa Kaeo,True
2016-01-01,นครราชสีมา,จังหวัดนครราชสีมา,male,179238,13.98,Nakhon Ratchasima,True
2016-01-01,บุรีรัมย์,จังหวัดบุรีรัมย์,male,101167,12.96,Buri Ram,True
2016-01-01,สุรินทร์,จังหวัดสุรินทร์,male,90005,13.16,Surin,True
2016-01-01,ศรีสะเกษ,จังหวัดศรีสะเกษ,male,92531,12.77,Si Sa Ket,True
2016-01-01,อุบลราชธานี,จังหวัดอุบลราชธานี,male,112007,12.2,Ubon Ratchathani,True
2016-01-01,ยโสธร,จังหวัดยโสธร,male,36949,13.74,Yasothon,True
2016-01-01,ชัยภูมิ,จังหวัดชัยภูมิ,male,82665,14.82,Chaiyaphum,True
2016-01-01,อำนาจเจริญ,จังหวัดอำนาจเจริญ,male,24127,12.95,Amnat Charoen,True
2016-01-01,บึงกาฬ,จังหวัดบึงกาฬ,male,23976,11.38,buogkan,True
2016-01-01,หนองบัวลำภู,จังหวัดหนองบัวลำภู,male,30462,12.03,Nong Bua Lam Phu,True
2016-01-01,ขอนแก่น,จังหวัดขอนแก่น,male,125594,14.26,Khon Kaen,True
2016-01-01,อุดรธานี,จังหวัดอุดรธานี,male,91756,11.91,Udon Thani,True
2016-01-01,เลย,จังหวัดเลย,male,47235,14.89,Loei,True
2016-01-01,หนองคาย,จังหวัดหนองคาย,male,32023,12.61,Nong Khai,True
2016-01-01,มหาสารคาม,จังหวัดมหาสารคาม,male,65135,13.9,Maha Sarakham,True
2016-01-01,ร้อยเอ็ด,จังหวัดร้อยเอ็ด,male,89137,13.79,Roi Et,True
2016-01-01,กาฬสินธุ์,จังหวัดกาฬสินธุ์,male,62285,12.83,Kalasin,True
2016-01-01,สกลนคร,จังหวัดสกลนคร,male,64131,11.32,Sakon Nakhon,True
2016-01-01,นครพนม,จังหวัดนครพนม,male,41472,11.69,Nakhon Phanom,True
2016-01-01,มุกดาหาร,จังหวัดมุกดาหาร,male,20617,11.96,Mukdahan,True
2016-01-01,เชียงใหม่,จังหวัดเชียงใหม่,male,129559,16.84,Chiang Mai,True
2016-01-01,ลำพูน,จังหวัดลำพูน,male,36818,18.99,Lamphun,True
2016-01-01,ลำปาง,จังหวัดลำปาง,male,68914,19.03,Lampang,True
2016-01-01,อุตรดิตถ์,จังหวัดอุตรดิตถ์,male,38139,17.12,Uttaradit,True
2016-01-01,แพร่,จังหวัดแพร่,male,39409,18.22,Phrae,True
2016-01-01,น่าน,จังหวัดน่าน,male,38480,16.06,Nan,True
2016-01-01,พะเยา,จังหวัดพะเยา,male,39943,17.27,Phayao,True
2016-01-01,เชียงราย,จังหวัดเชียงราย,male,90590,15.98,Chiang Rai,True
2016-01-01,แม่ฮ่องสอน,จังหวัดแม่ฮ่องสอน,male,14492,12.37,Mae Hong Son,True
2016-01-01,นครสวรรค์,จังหวัดนครสวรรค์,male,82359,16.17,Nakhon Sawan,True
2016-01-01,อุทัยธานี,จังหวัดอุทัยธานี,male,25990,16.2,Uthai Thani,True
2016-01-01,กำแพงเพชร,จังหวัดกำแพงเพชร,male,50812,14.32,Kamphaeng Phet,True
2016-01-01,ตาก,จังหวัดตาก,male,31138,11.79,Tak,True
2016-01-01,สุโขทัย,จังหวัดสุโขทัย,male,45428,15.74,Sukhothai,True
2016-01-01,พิษณุโลก,จังหวัดพิษณุโลก,male,62219,14.92,Phitsanulok,True
2016-01-01,พิจิตร,จังหวัดพิจิตร,male,42867,16.27,Phichit,True
2016-01-01,เพชรบูรณ์,จังหวัดเพชรบูรณ์,male,70429,14.5,Phetchabun,True
2016-01-01,ราชบุรี,จังหวัดราชบุรี,male,60981,14.97,Ratchaburi,True
2016-01-01,กาญจนบุรี,จังหวัดกาญจนบุรี,male,51241,12.85,Kanchanaburi,True
